,production_company,number_of_movies
23728,Poultry Productions LLC,1
23727,Potterton Productions,1
23726,Potter's Wheel Productions,1
23725,Pott Street Pictures,1
23724,Potoroo Films,1
27563,Storm Films,1
27564,Storm Motion Pictures Presents,1
27565,Storm Pictures Korea,1
27568,Stormchaser Films,1
23719,Potemkin Productions,1
27569,Stormco,1
23717,Potato Eater Productions,1
23716,Postopian Pictures,1
23715,Postcard Picture,1
23714,Postal Producciones,1
23713,Postal Code Films,1
27561,Storitel,1
23729,Pounds (LBS) Pictures,1
27570,Stormheart Oy,1
27560,Stories & Thoughts Productions,1
27552,Stoney Lake Entertainment,1
23739,Praetoria Productions,1
23737,Prabhudheva Studios,1
23736,Prabhat Films,1
27553,Stony Desert,1
27554,Stoopid Buddy Stoodios,1
27555,Stop Film,1
23735,Powerful Nature,1
23734,Powercat Entertainment,1
27557,Storeyteller Films,1
23732,Power Background Productions,1
27558,Storie Productions LLC,1
23731,Power,1
27559,Storie S.r.l.,1
23730,Powder Hound Pictures,1
23712,Posta Tanitim Hizmetleri,1
23710,Post Modern Entertainment,1
23740,Pragma Pictures,1
23694,Portman Entertainment Group,1
27581,Stouthearted Films,1
23692,Portland Independent Films,1
27582,Stowarzyszenie Artystyczne KMT,1
23691,Portfolio Films America,1
23690,Porter Pictures,1
23689,Portal Pictures,1
23688,Portage Creative,1
27583,Stowarzyszenie Filmowcow Polskich,1
27584,Stowarzyszenie Twórców Filmowych Sky Piastowskie,1
23685,Port Pictures,1
23684,Port Magee Pictures,1
23682,Poreia,1
27587,Straight Jacket Films,1
27588,Straight Line Movies,1
27589,Straight Up Films,1
23693,Portland Pictures,1
27580,Stouffer Entertainment LLC,1
23709,Post Industrial Productions,1
23696,Portobello Productions,1
23708,Post Industrial Pictures,1
23707,Post Central,1
23704,Possibility Pictures,1
23703,Possibility Films,1
27573,Story Front,1
23702,Poseidon Film Distributors,1
27574,Story Mining & Supply Co.,1
27575,StoryBoard Media,1
23700,Portvizyon,1
23699,Portsmouth Pictures,1
27577,Storylab Productions,1
23698,Portreeve,1
27578,Storyland Pictures,1
27579,Storyman Pictures,1
23697,Portola Pictures,1
27551,Stonewall Production,1
23741,Pragofilm,1
27509,Sterobcar Productions,1
27519,Stichting Dansen op de Vulkaan de Film,1
23782,Premavision Inc.,1
23781,Prelude Pictures,1
27520,Stichting Horizonica,1
23780,Prehumous Productions Inc.,1
27521,Stick 'N' Stone Productions,1
27522,Stick Film Productions,1
23778,Prefect Films,1
27523,Stickyback Pictures,1
27524,Stigma Company,1
23777,Precon Process & Equipment Corporation,1
27525,Stigma Films,1
23776,Precocity Entertainment,1
27526,Still Night Monster Movies,1
23774,Precinct 13 Entertainment,1
27527,Stille Nacht Produktions,1
23783,Premax Group,1
27518,StewdioMedia Entertainment,1
27528,Stillking Films,1
27517,Stewart and Wall Entertainment,1
23795,Prescience Media,1
23794,Preniss International,1
27510,Steve Best,1
27511,Steve Krantz Productions,1
23793,Première Heure,1
23792,Premium Media,1
27513,Steve White Productions,1
27514,Steven Finly Productions,1
23791,Premium Latin Films,1
27515,Steven de Jong Producties,1
23789,Premiere Pictures Corporation,1
23788,Premiere Picture,1
23787,Premiere Film Marketing Ltd.,1
27516,Stewart & Berger,1
23785,Premier Productions,1
23773,Precept Enterprises,1
27529,Stillwater Entertainment,1
23742,Praise Pictures,1
23758,Prasar Visions,1
23757,Prasar Bharati,1
27538,Stone Bridge Films,1
27542,Stone Productions,1
27543,Stone River Productions,1
23751,Prana Studios,1
27544,StoneBrook Entertainment,1
27545,StoneKap Productions Ltd.,1
23749,Pramukh Films Production House,1
27546,StoneTable Films,1
27547,Stoned Gremlin Productions,1
23747,Prakkat Films,1
23746,Prakash Pictures,1
27548,Stonehaven Media,1
23745,Prakash Movie Tone,1
27550,Stoneridge Entertainment,1
27537,Stone Bench Creations,1
27536,Stone Angels,1
23772,Preacherman Corporation,1
27535,Stoked Film,1
23771,Pray For Morning LLC,1
27530,Stingray Productions,1
23770,Pray Films,1
23769,Praxis Media Ventures,1
27531,Stock Films International,1
23767,PraxiScope Productions,1
27534,Stofa 224,1
23766,Pravoslavnaya Encyclopaedia,1
23765,Pratt Ratt Productions,1
23764,Pratt Films,1
23763,Pratisaad Production,1
23762,Pratima Pictuues,1
23761,Prathima Films,1
23760,Pratheeksha Productions,1
23759,Pratfilm,1
23420,Pigeon Projects,1
23418,PigRat Productions,1
22945,Parallel Entertainment Pictures,1
28033,Syme International Productions,1
28028,Sygnatia,1
28029,SymPics International,1
28030,Symbol Productions Inc.,1
23097,Paulilu Productions,1
23096,Paul Wagner Productions Inc.,1
28032,Symbolic Exchange,1
23095,Paul Thiltges Distributions,1
23093,Paul Short Productions,1
27774,Submarine Entertainment,1
28035,Synchpost,1
23091,Paul Mart Productions,1
28036,Synchronicity Films,1
23089,Paul Hough Entertainment,1
28037,Syncopated Films,1
23087,Paul Entertainment,1
23086,Paul Bright Films,1
23099,Paulist Productions,1
23100,Paulsons Media,1
23101,Paura Flics,1
23102,Pause Studio Film,1
28012,SwingLake Entertainment,1
28015,Swissk Entertainment,1
23110,Pavla,1
23109,Pavithram Creations,1
28016,Switchblade Studios,1
28018,Swonderful Pictures,1
23108,Pavilion Pictures,1
23107,Pavilion Films,1
28019,Sword Entertainment (II),1
28020,Swordspoint Productions,1
28021,Sybarite Production,1
23106,Pavement Pictures,1
28026,Sydon,1
23104,Pavarotti & Friends,1
23103,Pavan Films,1
23085,Pattam Cinema Company,1
23084,Patry Film,1
28039,Syndicate Films,1
23067,Pathlight Entertainment,1
28061,Süddeutscher Rundfunk (SDR),1
23065,Pathfinder Film Group,1
28064,Süsssauer Filmproduktion,1
28065,T Squared Films,1
23062,Patel/Shah Film Company,1
28066,T World Entertainment,1
23061,Patara,1
28068,T&C Pictures,1
28069,T-D Enterprises,1
23059,Pat Rooney Productions,1
23058,Pastrami and Rye,1
23057,Pastorale Productions,1
28073,T. L. Boulton,1
23056,Passport Pictures,1
28074,T. Sarkar Productions,1
28060,Südart Filmproduktion,1
23068,Pathway Entertainment,1
23082,Patrick Fogarty Productions,1
28059,Søren Stærmose AB,1
23081,Patina Pictures,1
28041,Syndrome Films,1
28044,Synops,1
28046,Synthetic Filmwerx,1
23078,Pathé-Cinéma,1
28048,Syrena Entertainment Group,1
28049,Syrena Film,1
28051,System Forty Eight Ltd.,1
23075,Pathé Pictures,1
28052,System Within Film Production,1
28053,SystemX Media,1
28055,Séacuàtico,1
28056,Sédif Productions,1
28057,Sépia Productions,1
28058,Sésame Films,1
28010,Swerve Pictures,1
23111,Pavlic-Raimondi Pictures,1
23112,Pavloff Entertainment,1
23159,Peking Pictures,1
27973,Sverdlovskaya Kinostudiya,1
23156,Pegaso Producciones,1
27975,"Sveriges Television (SVT), Malmö",1
23154,Pegasfilm,1
23153,Peg Produzione,1
23152,Peerless Productions (II),1
23151,Peerless Productions,1
23150,Peerless Films,1
27977,Swag Entertainment,1
23148,Peeled Apple Pictures,1
27978,Swajith Movies,1
23147,Peekay Movies,1
27979,Swami Samartha Creations,1
23145,Pedro Costa Producciones Cinematográficas S.A.,1
23144,Pedro & Branko,1
27972,Sverdlovsk Film Studios,1
27969,Svenska Biografteatern AB,1
23142,Pecosborn Productions,1
23161,Pelican Club Pictures,1
27956,Sutjeska Film,1
27959,Sutures LLC,1
27960,Suvarnagiri Films,1
23169,Películas Grupo Tranquilo,1
27961,Suvin Cinemas,1
27962,Suyash Films,1
23168,Películas Anahuac S.A.,1
23167,Peloton Productions,1
27964,Sveafilm,1
23166,PelikulaRed,1
23165,Peligrosa,1
23164,Peliculas Imaginarias,1
27965,Sven Persson Films,1
27966,Svendsen Films ApS,1
23163,Pelican Productions LLC (I),1
23143,Pedri Animation,1
23141,Pecking Wilds,1
28009,Swen Productions,1
27991,Sweet Blindness Enterprises,1
23123,Peace Arch Films,1
27993,Sweet Delight Pictures,1
23121,PeaPie Films,1
23120,PayperMoon Italia,1
27995,Sweet Potato Pie Productions,1
27996,Sweet Sixteen Productions,1
23117,Pax33 Productions,1
27997,Sweet Talk Productions,1
27998,Sweet Tea Pictures LLC,1
23114,Pax Americana Pictures,1
27999,Sweet Tea Productions,1
28001,Sweet Tooth Productions,1
28003,Sweetheart Deal Inc.,1
28005,Sweetwall,1
28006,Sweetwater,1
27992,Sweet Chariot Productions,1
23124,Peace Country Films,1
23140,Pecker Audiovisuals,1
23126,Peach Films Pty. Ltd.,1
23139,Pebble Hill Films,1
23138,PearlCam Productions,1
27980,Swanberry,1
23137,Pearl Star Pictures,1
23136,Pearl River Film Production,1
23135,Pearl Pictures Productions,1
27981,Swanfilms,1
23133,Pearl City Film Production,1
23131,Peakviewing Transatlantic,1
27982,Swanford Films,1
23129,Peacock Motion Pictures,1
27986,SwarnaLatha Production,1
27987,Swathi Chithra International,1
27988,Swayam Prabha Movies and Entertainment,1
23127,Peacock Film AG,1
23054,Passione,1
28075,T.D. Jakes Ministries,1
23053,Passion Film Factory,1
22984,Paris Occitanie Production,1
28144,TOP-FILM München,1
28145,TP Entertainment,1
22982,Paris Interproductions (PIP),1
28146,TPO Rok,1
28147,TPS Company,1
28148,TPS Star,1
22979,Paris Etolie Films,1
28150,TRI G,1
28151,TRIMAFILM,1
22977,Paris Elysées Films,1
28152,TRY Yapim,1
28153,TRZ Beograd,1
28156,TS1 Production,1
28157,TSB Films,1
22976,Parimala Film Factory,1
22983,Paris New York Production,1
22985,Paris Union Films,1
22974,Parents Bedroom,1
28143,TOJ Productions,1
28132,TMC Venture,1
28135,TMS Pictures,1
28137,TN Entertainment,1
28138,TNF Tele-Norm-Film GmbH,1
28139,TNVO,1
22997,Park Place Ent.,1
22995,Park Lane Productions,1
22994,Park Kwang-su Film,1
22993,Park Films,1
28141,TODFILM,1
22991,Park Cinema Production,1
28142,TOETAG,1
22989,Park Avenue Productions,1
22988,Paritet,1
22987,Paris-Europa Productions,1
22975,Pariah Entertainment Group,1
28158,TSG Entertainment,1
28129,TMA Productions,1
28176,TWD Enterprises,1
28178,Tabcum Entertainment,1
28179,Table 31 Productions,1
28180,Table 7 Productions,1
28181,Table Round Films,1
28184,Tabula Dada Productions,1
28186,Tacci Films,1
22952,Parallellogram,1
22951,Parallell Cinéma,1
22950,Parallel Zide,1
28187,Tacoma Films,1
22949,Parallel Minds,1
28189,Taechang Productions,1
22948,Parallel Media,1
22947,Parallel Films,1
28190,Taeheung Pictures,1
28177,Taavoni-e Tolid o tozi-e film,1
28175,TVP Film & Multimedia,1
28159,TT Film Productions,1
28171,TV2 Danmark,1
28162,TV Beograd,1
22971,Paras Films International,1
22970,Paranormal Movie Productions,1
28164,TV Nova,1
22968,Paranoid Celluloid,1
22967,Paranoid Brunette,1
28165,TV Pública,1
22966,Paramyth Films,1
22964,Paramount-Orion Filmproduktion,1
28167,TV Zero,1
28169,TV-Loonland AG,1
28170,TV13 Filmproduktion,1
22962,Paramount Scope,1
22961,Paramount Players,1
22960,Paramount Pictures Digital Entertainment,1
28130,TMA-1 Productions,1
28128,TLP,1
28076,T.D.L. Cinematografica,1
28085,T41 Productions,1
28086,T42 Entertainment,1
23037,Parus Film,1
28087,T5 Media Group,1
23036,Paruchuri Vijaya Praveena Arts,1
28090,TAG/TRAUM Filmproduktion,1
23035,Partyzoo Film,1
23034,Partysans Film,1
28091,TAPEV,1
23033,Party Productions,1
28092,TAT Communications Company,1
23030,Partner Media Investment,1
28093,TAT Filmproduktion,1
28096,TBC Films,1
28097,TBD,1
23028,Partizan,1
23039,Parveen Shah Productions,1
23040,Parvez Malik Films,1
28098,TBOK Production,1
28084,T.V. Mikels Film Productions,1
23052,Passing Stones,1
23051,Passerby Films,1
23050,Passenger Films,1
28077,T.E.M. Productores S.A.,1
23049,Passenger Film Studio,1
28078,T.H.E. Films,1
28079,T.O.M. Pictures,1
23048,Passazhir,1
23047,Passaro Films,1
28080,T.O.Y Films,1
23045,PasoFino Entertainment,1
28081,T.R.A.C.,1
28082,T.V. Films,1
23042,Pascal Film Productions,1
28083,T.V. Films Pvt. Ltd.,1
23027,Partition Films Inc.,1
28099,TDF,1
28127,TLG Motion Pictures,1
23013,Parliament Film Collective,1
23011,Parlay Pictures,1
23010,Parkwood East Productions,1
28115,THEntertainment,1
28116,THI Productions,1
28118,THR Productions,1
28119,THW Creative Production,1
23005,Parkit Films,1
28122,TK2 Films,1
28123,TKBC,1
28124,TLA Releasing,1
28125,TLC Films,1
23004,Parking Garage Pictures,1
23003,Parkfilm Cinecentrum,1
28126,TLG,1
23001,Parkes/Lasker productions,1
23012,Parlay Productions,1
28114,TH Film,1
28100,TDJ Enterprises / New Dimensions Entertainment,1
23014,Parliament Films,1
28101,TDM Prodüksiyon,1
28103,TEN,1
23024,Parth Productions,1
23023,Parson,1
23022,Parrot Film,1
23021,Parroch-McCallum,1
28104,TF Film Productions,1
28106,TF1 International,1
28108,TFCI,1
28109,TFO Productions,1
23018,Parox,1
28111,TFT Prodüksiyon,1
28112,TFT Yapim,1
28113,TFilm,1
23015,Parnass,1
27955,Suspicion,1
23174,Pen Studios,1
23175,Pencil Cell Productions,1
23343,Philo Films (Pty) Ltd.,1
27832,Summertime Films,1
23341,PhilmFlicks,1
23340,Philm Productions,1
23339,Philly First Entetainment,1
27833,Summerwood Media,1
23337,Phillips Whitehouse Productions,1
27835,Summit Premiere,1
23336,Phillips Productions,1
27836,Sumuru Films,1
23335,Phillip Productions,1
23334,Philistine Films,1
27837,Sun Art Enterprises,1
23333,Philippe Weibel,1
23332,Philippe Vallois,1
27838,Sun Entertainment Culture,1
27831,Summertime Entertainment (II),1
27829,Summerland,1
27840,Sun Heat Productions,1
23344,Phobos,1
23353,Phoenix International Entertainment,1
27819,Suman Nagarkar Productions,1
27821,Sumar Productions,1
23351,Phoenix Films,1
27822,Sumatra Films,1
23350,Phoenix Film Studios Productions,1
27824,Summa CGI,1
27825,Summa Cinematografica,1
23349,Phoenix Film Productions,1
23348,Phoenix Entertainment Group (PEG),1
23347,Phoenix Cinematografica,1
23346,Phoenician Films,1
27826,Summer House Pictures,1
27827,Summer Release Productions,1
27828,Summerhood Productions,1
23331,Philippe Grumbach Productions,1
27841,Sun International,1
27817,Sultan Productions,1
27854,Suncrest,1
23310,Phantasmal Pictures,1
23309,Phanta Vision Film International B.V.,1
27855,Sundance Selects,1
27858,Sundial Productions,1
27860,Suneha Arts,1
23307,Phame Factory,1
23306,Phalanx-Jalem,1
27862,Sunland Cinemas,1
23305,Phalanx Productions,1
23304,Phaedra Cinema,1
27864,Sunny Films,1
27865,Sunny Productions Ltd.,1
23302,Pfeiffer/Blocker Production,1
23301,PfH Ltd.,1
27866,Sunny Side Up Films,1
23311,Phantasmes Video,1
27852,Sunchaser Pictures,1
27843,Sun Touch Productions,1
27851,Sunchaser Entertainment,1
23327,Philip A. Waxman Productions Inc.,1
23326,Phil Nibbelink Productions,1
27844,Sun Tv Channel,1
27845,Sun Wah Motion Picture Company,1
23325,Phi,1
23324,Pheromone Films,1
27846,Sun and Moon Films,1
23323,Phenomenon Filmworks,1
23322,Phenomenal Films,1
23321,Phenomena,1
27847,SunJive Studios,1
27848,Sunandini Pictures (I),1
23317,Phat Phish Motion Pictures,1
23315,Pharmhouse Productions,1
23314,Phantom Pictures Ltd.,1
27818,Sultana,1
23356,Photon Films,1
23299,Petruka Films,1
27788,Success Film Production Company,1
23403,Pictures from the Fringe,1
27789,Success Films,1
23402,Pictures That Move Productions,1
27790,Succéfilm AB,1
27791,Such Good Productions,1
23399,Picture World,1
23398,Picture Train Company,1
27792,Suchanda Cholochitra,1
23397,Picture Show,1
23396,Picture Securities,1
23395,Picture Production Company,1
27794,Sucia Centroamericana Producciones,1
23394,Picture Players Productions,1
23393,Picture Plant,1
27795,Sud Film Produzione Cinematografica,1
23404,Pictures in Paradise,1
23405,Pictures in a Frame,1
27797,Sudaca Films,1
27787,Subzero Film Entertainment,1
27777,Subspin Productions,1
23417,Pig Productions,1
27778,Substance Production,1
27780,Substream Films,1
27781,Subtitled Films,1
27782,Subtle T-Rex,1
27783,Suburban Filmworks Inc.,1
27784,Suburban Pictures,1
23413,Pierre David Entertainment,1
23412,Pierre Braunberger,1
23410,Pierce/Williams Entertainment,1
23409,Pier 922 Studios,1
27786,Suburbia Productions,1
23408,Piedra Sola Produções,1
23407,Pie Films LTD.,1
23392,Picture Perfect Productions,1
23389,Picture Palace North,1
27816,Sultan Films,1
27808,Sugartide Films,1
27810,Suhara Entertainments,1
27811,Sujac Productions,1
23369,Picasso Chaser Productions,1
23368,Picaresque,1
27812,Sujatha Film,1
27813,Sukhbir Sandhar Films,1
23365,Pia,1
23364,Phuoc Sang Film Studio,1
23363,Phreaker Films,1
27814,Sula Films,1
23361,Photosonor,1
27815,Suli Film,1
23360,Photoplay 434,1
23359,Photoplay,1
23358,Photophonic Media,1
23370,Picasso Films,1
23372,Pichouse Films,1
27798,Sudan Productions,1
23373,Picket Fence Entertainment,1
23387,Picture Music International (PMI),1
23386,Picture Movers Anonymous,1
27799,Sudarshan Pictures,1
27800,Sudden Storm Productions,1
27801,Sudha Arts,1
23383,Picture Factory,1
27802,Sudha Cinema,1
23382,Picture Entertainment,1
27803,Sudhakar Impex India,1
23381,Picture Company of America,1
23380,Pictorial International Productions,1
27804,Sudheer Babu Productions,1
23378,Pico Pictures,1
27806,Suffolk-Cummings Productions,1
27807,Sugar Entertainment Ltd.,1
23300,Pewter Productions,1
27868,Sunnymede Film Productions,1
27954,Suspense Films,1
27920,Supreme Mix Productions,1
23214,Pepper Island Films,1
27921,Supreme Motion Pictures,1
27922,Supreme Movies,1
23212,Pepe Torres,1
23211,People's Pictures,1
23210,People Tree Films,1
23209,People Pictures,1
27924,Supreme Studios,1
23208,People Next Door,1
23207,Penthouse Video,1
23206,Penthouse Productions,1
23205,Penthouse Films International,1
27925,Supriya,1
27926,Suraksh Entertainments,1
27927,Surani Pictures,1
23215,Pepperbox Productions,1
23216,Peppermint & Company,1
23200,Pensé Productions,1
23217,Peppertree Productions Inc.,1
27912,Superprod,1
27913,Supersonic Entertainment,1
27914,Superstitious Entertainment (II),1
23228,Perfect Village Entertainment,1
23227,Perfect Storm Film,1
23226,Perfect Magic,1
23225,Peregrine,1
23224,Percy Main,1
23223,Perceramborol Productions Inc.,1
23222,Perceptual Pictures,1
27915,Superstitious Films,1
27916,Supervillain Films,1
27918,Supremacy Films,1
23218,Pequod,1
27919,Supreme Feature Films Company,1
23201,Penta Entertainment,1
27928,Suravi,1
23231,Perfection Pictures,1
23188,Peninsular Media,1
23186,Penington Eady Productions,1
23185,Penilican Pictures,1
23184,Penguin Films,1
27947,Surviving Family Productions,1
27948,Surviving Georgia,1
27949,Surya Movies,1
27950,Susan Johnston Casting,1
23181,Pendulum Productions,1
27951,Susi Ganesh Productions,1
23179,Pendragon Film,1
23178,Pender Street Pictures 3,1
